x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.119,26,34.3,2,1,3.3,1997,1,1,1,1354
0.326,26,33.0,1,0,5.0,1996,1,1,3,1304
0.469,24,28.4,2,0,5.7,1998,1,1,2,972
0.587,26,37.3,1,0,2.0,1996,1,1,5,819
0.328,31,35.9,2,0,3.1,1991,1,0,1,1846
0.84,23,22.7,0,0,7.2,2000,1,1,1,727
0.215,32,25.5,2,0,0.6,1991,1,1,6,1772
0.007,32,22.4,1,0,0.6,1991,0,0,1,1471
0.829,28,29.4,1,1,5.5,1995,0,0,1,1332
0.27,34,34.2,0,1,6.5,1988,0,0,3,1371
0.891,27,26.5,2,0,8.4,1996,1,0,0,1560
0.038,27,34.4,1,1,1.3,1996,1,0,2,1254
0.584,20,38.6,2,0,7.6,2002,1,1,3,1146
0.289,28,38.6,2,0,2.2,1995,0,1,2,1345
0.451,31,41.2,0,1,1.3,1991,1,1,1,1234
0.071,37,35.0,1,0,0.9,1985,0,1,1,859
0.565,28,34.6,0,1,0.4,1994,1,1,1,1594
0.691,26,23.9,2,0,8.0,1996,1,0,5,1697
0.483,29,37.1,1,0,0.8,1993,1,1,2,1456
0.362,36,18.8,2,0,10.4,1987,1,0,1,1187
0.829,29,31.3,0,0,0.4,1994,1,1,1,1394
0.997,27,26.5,1,0,1.4,1996,1,0,2,1760
0.664,31,25.6,1,0,2.1,1992,1,1,2,1593
0.421,18,31.1,2,0,2.3,2004,1,0,0,534
0.127,33,29.7,0,0,4.9,1989,1,0,0,1333
0.979,26,32.4,1,1,0.7,1996,1,1,4,1306
0.24,39,40.2,1,0,7.4,1984,0,0,3,1194
0.994,29,37.5,2,1,3.1,1994,1,0,0,1553
0.514,28,33.0,0,0,0.5,1995,1,1,3,1657
0.265,26,33.4,2,0,0.6,1996,1,0,0,1276
0.77,31,30.2,0,1,0.4,1991,0,1,1,1486
0.294,26,32.9,1,0,3.4,1996,1,1,4,1200
0.889,26,21.4,2,0,1.8,1996,1,1,0,1392
0.92,24,25.4,2,1,0.7,1998,1,1,3,1594
0.296,42,26.0,1,0,0.1,1981,1,1,5,1279
0.632,31,40.5,0,1,3.7,1992,1,0,3,1485
0.478,26,25.2,0,1,2.9,1996,1,1,2,1559
0.685,37,25.4,1,1,2.9,1985,1,1,1,1378
0.757,26,35.4,2,1,0.9,1996,1,1,8,1730
0.862,30,27.9,0,1,6.1,1993,1,0,5,1489
0.699,27,29.0,2,1,0.0,1995,1,1,3,1697
0.607,32,34.0,0,0,0.2,1991,1,1,4,1348
0.069,28,27.2,0,0,1.0,1995,1,0,1,1529
0.25,34,29.7,2,1,3.2,1989,1,1,3,1520
0.204,27,37.3,0,1,0.7,1996,1,0,3,960
0.353,25,30.4,0,0,7.5,1997,1,1,2,1165
0.199,19,26.1,0,0,2.8,2004,0,0,0,1194
0.597,25,35.8,1,0,4.8,1998,0,1,2,1662
0.239,24,40.7,1,1,1.2,1998,1,1,0,1583
0.129,27,33.1,1,0,6.6,1995,1,0,0,1392
0.961,29,31.8,0,0,0.0,1993,1,0,4,1488
0.451,30,27.9,0,0,6.9,1992,1,0,3,1947
0.483,29,33.3,1,0,1.2,1993,1,0,2,1315
0.595,28,28.9,1,0,5.8,1995,1,1,3,1158
0.232,40,26.7,1,1,5.6,1982,1,1,2,1344
0.154,45,26.7,1,0,1.3,1977,1,1,2,958
0.864,29,34.0,0,1,0.1,1994,1,0,1,1851
0.818,28,21.1,2,1,15.3,1995,1,0,1,1205
0.814,28,34.4,2,0,28.3,1995,0,0,4,1569
0.144,31,18.9,2,0,1.1,1992,1,1,5,1676
0.907,36,35.1,2,0,0.9,1987,1,0,5,1617
0.927,27,26.3,0,0,11.5,1996,0,1,1,1263
0.633,35,21.7,1,0,4.3,1987,1,0,3,1054
0.563,25,20.9,2,0,0.2,1997,1,0,1,1177
0.233,27,23.5,2,1,0.6,1996,0,0,2,1355
0.679,30,27.2,2,1,3.4,1992,1,0,1,1374
0.623,38,38.5,1,0,6.6,1984,1,1,1,946
0.66,26,27.0,0,0,2.1,1996,1,1,1,1056
0.334,30,18.1,2,1,0.7,1993,0,0,2,1262
0.467,22,28.4,0,1,3.9,2001,1,1,0,793
0.157,25,9.8,0,0,9.9,1997,1,1,2,1407
0.273,32,40.2,1,0,3.0,1990,1,1,2,1446
0.546,30,32.8,2,0,2.7,1992,1,1,3,1672
0.124,29,32.3,0,0,6.4,1994,1,1,1,1477
0.397,29,22.2,0,1,9.5,1994,1,1,1,1592
0.699,33,47.8,0,0,2.2,1989,1,1,0,976
0.18,30,30.1,0,0,6.0,1993,1,1,1,1762
0.43,26,23.1,1,0,1.4,1996,1,1,0,1321
0.78,28,22.2,1,1,1.8,1994,1,0,1,1309
0.574,36,17.6,2,0,3.7,1986,1,0,1,1525
0.416,30,25.1,1,0,2.9,1993,1,1,1,1358
0.764,27,38.2,0,0,5.2,1996,1,1,1,1201
0.662,27,33.6,0,0,3.7,1996,1,0,6,1320
0.538,28,37.7,2,1,1.7,1995,1,1,3,1486
0.04,34,30.3,2,1,9.4,1988,1,1,1,1355
0.073,26,34.0,1,1,0.1,1996,1,1,4,1489
0.474,31,39.1,0,0,2.0,1992,1,1,0,1507
0.135,31,29.5,1,0,3.1,1992,1,1,5,1645
0.848,29,45.7,0,1,2.4,1994,1,1,8,1690
0.071,31,30.6,1,0,5.0,1991,0,1,3,1359
0.364,31,22.3,1,0,1.7,1992,1,1,0,1364
0.027,37,27.3,0,1,11.8,1985,1,0,4,1110
0.074,32,27.6,2,1,3.2,1991,1,1,6,1448
0.732,37,26.8,1,0,5.0,1985,0,0,3,1348
0.424,26,27.4,1,0,6.1,1996,0,0,1,1595
0.52,37,25.0,2,1,1.3,1986,1,1,2,1158
0.823,29,33.1,1,0,3.7,1993,1,1,3,1546
0.449,28,29.2,0,1,1.5,1995,1,1,1,1442
0.506,33,22.1,0,0,6.5,1989,1,0,3,1178
0.345,33,32.8,2,0,0.2,1990,1,1,1,1167
0.191,23,33.1,0,0,5.2,2000,1,1,2,1320
0.002,21,32.8,1,0,0.6,2001,1,1,3,923
0.409,28,25.9,1,0,2.7,1995,1,1,4,1641
0.243,37,41.9,1,0,0.8,1985,1,0,2,1440
0.989,27,30.3,2,1,0.9,1995,0,1,3,1249
0.693,29,27.1,0,1,2.6,1993,1,1,0,1787
0.741,33,32.1,1,0,9.9,1990,1,0,4,1763
0.579,35,28.2,1,1,6.0,1988,0,1,0,1269
0.481,30,32.1,0,1,1.4,1992,1,0,0,1329
0.264,38,25.8,0,0,4.9,1984,1,0,1,1168
0.648,23,26.9,2,0,9.8,2000,1,1,3,1049
0.423,32,28.6,1,0,0.7,1990,0,1,1,1119
0.083,27,50.5,2,0,0.8,1996,0,0,1,1506
0.623,30,9.3,0,1,0.4,1993,1,1,1,1535
0.563,25,33.1,2,0,6.6,1997,1,0,2,1434
0.526,20,20.2,0,1,4.5,2002,1,0,1,1301
0.663,37,23.1,1,1,3.6,1986,1,0,1,866
0.121,34,36.6,0,0,6.5,1989,0,0,2,1347
0.939,22,34.4,1,0,1.2,2000,0,0,3,1421
0.323,37,22.5,0,1,1.8,1986,0,1,1,1041
0.99,22,38.7,1,0,1.4,2001,1,1,4,944
0.037,36,40.6,1,0,6.3,1986,1,1,0,1418
0.533,30,29.5,2,1,1.6,1993,1,1,2,1279
0.943,41,26.2,0,0,1.8,1982,1,1,0,882
0.206,29,43.2,0,0,8.3,1993,1,0,2,1451
0.696,24,23.4,0,0,0.5,1999,0,1,2,1316
0.461,26,26.6,0,1,0.7,1997,1,1,1,1326
0.195,26,27.8,1,1,5.6,1997,1,0,1,1224
0.188,34,29.0,0,1,3.3,1988,1,1,4,1574
0.955,29,26.2,1,1,0.6,1993,0,1,2,1225
0.83,21,34.1,0,1,7.6,2002,1,1,2,1204
0.472,29,39.3,2,0,2.1,1993,1,1,3,1743
0.127,25,20.7,1,0,0.8,1997,1,0,0,1232
0.727,26,28.4,1,1,3.6,1996,0,1,1,1208
0.692,27,31.9,1,1,0.2,1995,1,0,2,1423
0.785,27,30.7,2,1,7.3,1995,1,1,5,1538
0.906,28,39.7,2,0,1.8,1995,1,1,1,1577
0.755,29,34.7,2,1,6.5,1993,1,1,2,1605
0.504,35,15.9,1,0,6.1,1987,1,1,3,1435
0.174,26,31.1,2,1,0.2,1997,1,1,2,1281
0.116,35,39.6,2,0,3.9,1988,1,1,2,1106
0.828,32,30.9,0,0,1.7,1990,0,0,6,835
0.406,26,34.3,2,0,1.8,1997,1,1,2,1032
0.48,31,36.2,0,0,2.1,1991,0,0,6,1366
0.455,31,33.2,1,0,2.5,1991,1,1,4,1789
0.16,24,35.8,0,1,10.8,1999,0,0,3,963
0.366,26,34.0,2,0,12.6,1997,1,1,4,1644
0.567,21,29.0,1,1,5.3,2002,1,1,1,1278
0.866,30,11.2,2,1,0.8,1993,0,0,0,1508
0.583,27,23.9,2,0,1.1,1995,1,1,1,1244
0.842,29,39.4,0,1,2.5,1994,0,1,1,1584
0.221,31,27.5,2,0,0.1,1992,1,0,2,1371
0.965,39,34.8,1,1,1.4,1984,0,0,1,607
0.007,29,27.1,0,0,1.3,1993,1,0,2,1633
0.784,28,32.9,2,0,0.4,1995,1,0,3,1378
0.589,28,34.1,2,1,0.0,1994,1,0,2,1425
0.651,26,22.6,2,1,3.1,1997,1,1,5,1419
0.838,29,28.9,2,0,2.6,1993,1,1,0,1487
0.521,35,20.6,2,0,4.0,1987,1,1,5,1031
0.228,25,34.5,0,1,5.0,1997,1,1,3,1438
0.518,25,29.7,2,0,3.5,1997,1,0,1,1561
0.411,28,18.5,0,0,9.7,1995,0,0,4,1774
0.143,32,32.2,2,1,2.2,1991,1,0,1,1657
0.303,27,44.2,2,0,8.9,1996,1,1,5,1562
0.025,34,26.2,2,0,0.7,1989,1,1,1,1316
0.772,37,42.3,0,0,2.9,1985,1,1,2,1287
0.095,33,13.1,0,0,3.3,1989,1,1,2,1662
0.799,26,42.3,1,1,4.7,1997,0,0,1,1214
0.359,29,42.2,1,0,2.7,1993,1,0,1,1431
0.273,31,37.8,1,0,5.5,1991,1,0,3,1409
0.984,32,27.3,2,1,10.4,1991,1,1,3,1786
0.932,30,32.7,2,0,1.6,1992,1,1,2,1714
0.079,40,40.1,0,1,4.5,1983,1,1,2,991
0.004,36,39.7,0,1,4.9,1986,1,0,4,1085
0.655,28,20.9,1,0,4.7,1994,1,1,3,1625
0.25,42,30.5,2,1,3.7,1981,1,0,1,807
0.668,23,21.4,0,1,0.8,1999,1,1,2,1476
0.393,38,41.6,2,0,0.8,1985,1,1,5,1207
0.906,28,31.6,2,1,5.8,1995,0,1,0,1493
0.54,26,33.4,1,0,7.4,1997,0,0,3,1691
0.066,24,26.9,1,1,13.5,1999,1,0,1,1027
0.401,30,34.9,0,1,4.4,1993,1,0,2,1877
0.273,36,20.0,0,1,2.2,1986,1,0,2,1295
0.519,27,31.5,2,0,8.7,1996,1,1,2,1271
0.483,25,25.9,0,0,2.0,1998,1,0,2,1570
0.857,30,31.9,0,0,4.6,1992,1,1,1,804
0.356,33,30.0,0,0,3.7,1989,1,1,3,1573
0.695,27,16.1,0,1,9.8,1995,1,0,0,907
0.303,32,26.0,1,0,2.3,1991,0,1,2,1409
0.512,28,32.9,1,0,0.1,1994,1,1,4,1419
0.962,29,26.0,0,1,2.2,1993,1,0,1,1690
0.608,26,27.5,1,0,2.0,1996,1,0,3,1243
0.408,28,33.2,1,0,5.3,1995,0,1,1,1357
0.069,26,22.0,2,1,0.3,1997,0,0,3,1264
0.996,31,42.4,0,1,1.5,1992,0,1,2,1339
0.169,29,32.9,1,0,4.8,1993,1,1,0,1524
0.255,29,34.5,0,1,0.6,1993,0,0,2,1467
0.402,25,26.6,1,0,3.5,1997,1,0,2,1326
0.625,34,16.1,2,0,2.1,1988,1,0,1,1330
0.022,31,29.7,0,0,1.8,1992,1,0,2,1460
0.541,32,22.9,1,1,3.0,1991,1,1,3,1424
0.456,26,38.9,2,1,1.3,1997,0,1,2,1644
0.818,27,31.3,1,0,8.3,1995,1,1,0,1491
0.273,27,30.2,2,0,3.3,1996,1,1,2,1397
0.854,27,21.4,1,1,17.3,1996,1,1,0,1511
0.605,25,32.8,0,0,13.9,1997,0,0,4,1516
0.975,36,26.5,0,1,3.2,1987,0,1,1,1511
0.77,28,33.5,0,0,1.2,1995,0,1,1,1501
0.128,35,35.6,2,0,0.3,1987,0,1,0,1267
0.96,29,25.9,0,0,3.3,1993,0,1,3,1578
0.951,30,31.7,1,1,13.4,1992,1,0,1,1253
0.917,31,27.1,2,1,1.8,1992,1,1,2,1495
0.933,33,27.2,2,0,5.5,1990,1,0,2,1235
0.507,32,24.6,2,0,1.7,1990,1,1,0,1315
0.192,30,21.8,2,1,8.5,1992,1,1,3,1590
0.382,27,39.1,1,1,0.9,1996,1,1,1,1303
0.453,38,37.2,1,1,4.0,1985,1,1,2,993
0.231,37,34.8,1,0,0.4,1986,0,1,1,1020
0.132,36,28.8,0,0,5.9,1986,0,1,2,1263
0.15,43,27.9,0,1,5.4,1980,1,0,5,800
0.066,36,35.6,2,0,13.3,1986,0,0,1,1424
0.387,25,23.3,2,1,2.5,1998,1,1,2,1104
0.65,32,28.3,0,0,0.4,1991,0,1,3,1408
0.408,29,28.6,0,0,19.9,1993,1,1,3,1511
0.942,23,20.6,1,1,7.3,1999,1,1,4,1500
0.281,37,22.6,1,1,11.8,1986,0,1,1,1108
0.049,22,33.7,0,0,6.1,2001,0,0,3,1056
0.775,31,27.8,2,0,10.4,1991,0,1,0,1369
0.71,29,29.1,1,0,0.3,1993,0,1,1,1334
0.711,26,21.0,2,1,0.3,1996,1,1,0,1107
0.309,25,34.4,2,1,1.0,1998,0,0,4,1031
0.108,26,31.0,0,0,1.9,1997,1,1,1,1364
0.876,33,38.0,2,0,6.0,1990,1,1,4,1171
0.895,30,34.9,0,0,3.5,1993,0,0,6,1894
0.53,34,19.8,2,1,3.1,1988,1,0,3,1366
0.014,30,35.1,2,0,0.3,1992,0,1,2,1503
0.939,25,25.1,0,0,3.2,1998,1,1,3,1510
0.666,32,26.5,2,0,1.1,1990,0,0,1,1243
0.348,33,27.8,0,0,0.8,1989,1,0,1,1400
0.601,27,35.8,1,0,7.1,1995,1,1,1,1587
0.976,35,20.1,2,1,0.5,1988,1,0,2,1321
0.28,35,33.3,1,1,0.2,1987,0,1,1,1173
0.443,28,44.3,0,0,3.7,1994,1,1,2,1389
0.483,35,12.8,2,1,0.6,1987,1,1,2,1450
0.364,26,33.3,1,1,11.4,1997,0,1,2,1541
0.157,26,26.8,1,1,1.9,1997,1,0,2,1223
0.77,31,26.1,1,0,6.2,1992,1,1,5,1140
0.248,35,21.6,1,0,0.9,1988,1,1,2,1175
0.838,33,30.1,1,0,10.3,1989,0,0,3,1483
0.009,21,36.3,2,1,1.1,2002,0,1,2,1238
0.052,28,40.3,0,1,1.4,1995,1,1,2,1440
0.13,32,31.7,0,1,2.1,1990,1,1,1,1403
0.908,35,32.4,1,0,3.3,1988,1,0,4,1347
0.515,27,24.9,1,0,1.9,1995,1,0,1,1412
0.978,31,23.9,2,0,10.6,1992,1,1,3,1398
0.429,39,28.4,2,0,4.7,1983,0,1,2,1272
0.629,36,20.4,2,1,8.4,1986,1,1,0,1308
0.087,28,41.9,1,0,0.7,1995,1,1,2,1597
0.626,21,26.7,0,0,7.4,2001,0,1,2,1312
0.091,31,34.5,2,1,6.1,1992,1,0,3,1423
0.522,38,28.0,0,1,4.2,1985,1,1,1,1217
0.823,29,37.2,0,0,4.5,1994,1,1,0,1300
0.549,29,35.2,2,1,2.7,1994,1,1,2,1676
0.386,35,26.9,2,1,2.3,1988,1,0,4,1466
0.962,27,31.3,2,0,0.0,1995,0,1,4,1151
0.191,34,42.4,1,1,16.5,1988,0,1,5,1187
0.267,33,34.1,0,0,0.9,1989,1,0,1,1130
0.475,29,27.4,2,0,2.0,1994,1,0,3,1686
0.392,23,31.4,0,0,0.3,1999,1,1,1,1299
0.757,34,23.2,2,0,8.5,1989,0,1,3,1416
0.268,27,33.9,1,0,4.7,1996,1,1,0,1117
0.481,21,18.5,1,0,4.9,2001,1,0,4,1258
0.071,32,28.1,2,0,0.6,1991,1,1,1,1219
0.903,36,37.0,0,0,2.7,1987,1,0,1,1188
0.915,24,29.2,2,1,0.5,1999,1,0,4,1216
0.007,27,31.7,0,0,0.3,1996,1,1,1,1277
0.952,36,32.4,2,0,0.9,1987,1,0,1,1534
0.418,32,33.1,1,0,2.9,1991,1,0,2,1538
0.068,23,31.2,2,1,0.9,1999,1,1,2,1385
0.563,34,28.3,2,0,0.4,1988,1,1,0,1105
0.952,34,47.0,0,0,1.1,1988,1,0,0,1230
0.322,35,16.3,1,0,7.8,1987,1,0,3,1620
0.81,27,29.1,2,0,4.6,1996,1,0,0,1237
0.947,28,25.6,1,1,5.9,1995,0,1,2,1293
0.33,28,26.0,2,0,2.2,1995,1,1,4,1457
0.355,31,10.5,2,1,2.7,1992,0,0,0,1425
0.975,33,29.4,1,0,2.1,1989,1,0,3,1061
0.159,28,23.5,1,1,2.5,1994,1,0,3,1585
0.058,36,27.7,0,0,3.4,1987,0,1,2,1205
0.422,33,28.2,1,1,6.0,1990,1,0,1,1139
0.594,25,25.2,0,0,1.7,1997,1,0,0,1080
0.422,32,27.2,2,1,1.5,1991,1,0,4,1828
0.049,33,32.3,2,1,11.1,1989,1,1,3,1629
0.35,20,30.2,0,1,0.3,2002,1,0,3,1161
0.419,31,30.9,2,0,0.3,1992,0,0,5,1243
0.737,29,45.9,1,1,0.6,1994,0,1,4,1469
0.516,30,30.1,2,0,3.3,1993,1,1,6,1611
0.016,34,35.9,0,0,8.9,1989,0,0,3,1447
0.173,28,35.7,0,0,6.1,1994,1,0,4,1493
0.297,29,30.7,2,0,3.9,1993,0,1,2,1396
0.911,35,29.8,2,1,2.1,1987,1,1,4,1652
0.438,24,26.0,2,0,10.0,1998,1,1,2,1276
0.02,30,30.7,0,1,1.2,1993,1,1,0,1312
0.349,35,33.1,2,0,1.2,1987,1,0,1,1214
0.566,34,14.5,1,0,0.5,1989,0,1,1,1137
0.314,27,41.3,2,0,14.7,1996,1,1,3,1503
0.746,29,36.0,0,1,11.0,1993,0,0,2,1278
0.993,20,34.7,1,1,4.4,2003,1,0,1,1201
0.746,39,21.6,1,0,3.5,1984,1,1,0,815
0.973,28,16.6,2,0,3.3,1994,1,1,0,1302
0.868,26,30.6,0,0,2.5,1996,1,1,3,1423
0.738,26,40.5,2,0,23.8,1996,1,1,0,1327
0.421,41,19.6,0,0,5.2,1981,0,1,4,881
0.246,20,37.4,2,1,13.3,2002,0,1,1,874
0.51,33,32.5,0,0,5.9,1989,1,0,1,1402
0.553,32,29.5,2,0,0.2,1990,1,1,1,1264
0.556,28,40.9,0,0,5.9,1994,1,0,1,1895
0.95,30,34.0,1,1,14.9,1993,0,1,3,1694
0.042,30,31.0,2,1,4.7,1993,1,0,2,1620
0.635,35,23.9,2,0,3.5,1988,1,1,3,2031
0.229,31,31.2,1,0,4.6,1992,1,0,4,1558
0.082,39,35.8,2,1,11.6,1983,1,0,2,821
0.904,30,19.6,1,0,6.2,1993,0,1,2,1579
0.238,31,42.9,0,1,2.0,1991,1,1,3,1891
0.184,26,11.9,2,0,0.4,1997,0,0,2,1352
0.498,26,17.6,1,0,6.4,1997,0,0,3,1740
0.406,32,28.1,2,0,4.8,1991,1,0,4,1718
0.087,29,37.4,0,0,1.4,1993,1,1,1,1346
0.242,32,26.3,2,0,2.1,1991,1,0,1,1349
0.123,27,27.9,1,1,0.5,1996,1,0,0,1096
0.214,24,37.7,0,1,10.6,1999,0,0,0,1242
0.142,23,29.0,0,0,1.8,1999,0,0,2,872
0.859,33,37.1,0,0,1.8,1990,0,1,3,1581
0.129,28,29.9,2,0,2.5,1994,1,1,3,1681
0.45,28,17.5,0,0,5.6,1994,1,1,4,1660
0.25,34,28.3,0,1,3.1,1989,1,1,3,1794
0.728,32,23.3,0,1,1.3,1991,0,1,1,1444
0.832,22,22.5,2,1,2.7,2000,0,0,1,1093
0.617,35,25.4,2,0,7.3,1987,0,1,3,987
0.832,27,36.1,1,1,1.1,1996,0,1,3,1350
0.652,32,22.5,1,0,8.0,1991,0,1,3,1261
0.201,27,37.0,1,1,1.8,1996,1,0,4,1423
0.241,30,31.9,1,0,1.4,1993,1,1,3,1529
0.205,32,40.4,2,1,4.8,1990,1,0,1,1875
0.535,34,45.1,0,1,0.1,1988,0,1,0,1131
0.614,35,28.4,2,0,1.8,1987,1,1,4,1336
0.519,35,36.4,0,0,0.4,1987,1,0,0,1111
0.511,34,34.8,1,0,3.1,1989,1,0,0,1415
0.076,30,38.4,1,0,3.4,1993,0,1,1,1773
0.833,40,20.3,1,0,3.7,1982,0,1,2,1018
0.138,32,27.4,1,1,2.3,1991,1,1,2,1781
0.395,25,30.6,1,0,5.5,1998,1,1,3,1767
0.437,33,31.5,1,1,1.1,1989,1,0,2,1487
0.261,24,31.3,1,0,0.8,1998,1,1,4,1147
0.909,31,34.4,0,0,0.0,1991,1,1,4,1168
0.545,43,25.1,0,1,0.6,1979,1,1,2,537
0.724,23,32.0,1,1,8.9,1999,1,0,1,1384
0.47,32,17.3,0,1,2.6,1991,0,1,2,1199
0.592,38,26.0,2,0,4.0,1984,0,0,1,1375
0.476,31,15.1,0,0,3.1,1991,0,1,2,1286
0.168,18,29.5,0,0,11.6,2004,1,0,1,943
0.796,37,21.4,2,0,6.9,1986,1,1,1,1193
0.637,34,29.8,1,0,0.4,1989,1,1,2,1563
0.78,25,29.0,1,0,0.8,1998,0,1,3,1351
0.585,29,28.0,0,1,2.9,1993,1,1,1,1560
0.691,32,23.2,1,1,1.3,1991,0,1,2,1321
0.827,27,33.8,0,0,3.9,1996,0,1,0,1331
0.944,30,37.9,1,0,0.4,1992,1,1,1,1487
0.255,31,27.7,0,0,10.1,1991,1,1,1,1482
0.492,25,35.4,1,0,3.8,1997,1,1,1,928
0.857,23,23.4,2,0,1.6,1999,0,1,1,1038
0.849,28,18.2,1,0,2.5,1994,0,1,2,1826
0.086,31,28.2,2,1,1.2,1992,1,0,2,1496
0.705,36,37.2,2,0,2.2,1986,1,0,4,1369
0.835,29,26.5,1,1,7.1,1994,1,1,1,1721
0.889,23,19.9,1,1,4.1,2000,1,1,2,1170
0.026,29,32.8,2,1,1.2,1994,1,1,2,1765
0.276,28,38.1,1,1,4.2,1995,0,1,2,1505
0.146,32,21.1,2,1,3.7,1990,1,0,2,1353
0.504,31,17.6,1,0,12.6,1992,1,1,2,1677
0.318,26,28.4,0,0,0.0,1996,1,0,3,1366
0.327,23,43.9,0,1,0.8,1999,0,0,2,1248
0.664,30,33.5,1,0,7.8,1992,0,1,4,1620
0.093,26,23.3,1,1,2.4,1996,1,1,2,1232
0.134,30,46.9,2,0,7.0,1993,0,0,1,824
0.01,22,28.1,0,0,0.5,2001,1,1,3,1250
0.188,27,29.4,0,0,2.9,1996,0,0,0,1484
0.743,30,12.5,0,0,6.9,1992,1,0,2,1599
0.171,33,21.4,0,0,7.2,1990,1,0,1,1267
0.886,33,30.0,1,1,0.3,1990,1,1,1,1116
0.338,27,30.9,2,0,3.3,1995,0,1,3,1600
0.064,28,26.9,2,0,0.4,1995,0,0,1,1592
0.632,29,30.4,0,1,2.9,1993,1,1,1,1368
0.522,23,33.7,0,0,1.9,1999,0,1,4,563
0.982,29,23.7,0,0,0.3,1994,1,0,0,1443
0.798,37,32.8,0,0,0.6,1986,1,0,1,1315
0.897,26,27.9,1,1,5.5,1996,1,0,1,1329
0.76,27,28.7,1,0,3.5,1995,1,0,4,1542
0.046,33,36.3,2,1,1.0,1989,1,1,1,1226
0.164,28,29.8,2,1,1.7,1995,0,0,1,1402
0.463,31,29.9,1,0,1.1,1991,1,1,2,1828
0.342,26,29.5,0,1,1.1,1996,1,1,3,1566
0.6,35,27.9,0,0,1.8,1988,0,0,0,1156
0.375,30,34.2,0,0,1.5,1993,0,1,2,1548
0.794,32,38.2,1,0,0.1,1991,1,1,3,1995
0.5,26,27.9,0,0,3.8,1996,0,0,0,793
0.377,33,31.9,2,0,1.8,1989,1,1,2,1355
0.108,25,33.8,1,1,1.3,1998,1,1,0,1242
0.983,29,33.1,0,0,3.2,1994,1,1,1,1289
0.853,30,38.3,2,1,10.9,1992,0,1,0,1391
0.476,35,27.9,2,0,6.5,1988,0,1,2,1457
0.929,39,26.9,0,0,0.7,1984,1,0,1,1248
0.013,20,31.1,1,0,0.2,2003,1,0,0,917
0.431,27,37.0,1,0,8.5,1995,1,1,1,979
0.924,31,28.2,1,0,0.3,1992,1,0,3,1419
0.711,29,34.9,1,0,2.3,1994,1,1,0,1189
0.649,28,21.7,0,0,14.9,1995,1,1,2,1437
0.607,28,26.6,2,0,4.6,1994,0,1,3,1527
0.19,31,43.6,2,1,0.4,1992,1,1,0,1417
0.983,38,30.4,2,0,3.6,1984,1,1,2,1343
0.107,40,24.9,1,0,5.1,1982,1,0,3,1172
0.629,33,24.7,2,0,2.9,1990,1,1,3,1463
0.221,34,33.4,2,1,7.6,1988,1,0,1,998
0.441,28,35.1,1,0,0.5,1994,1,1,5,1391
0.325,25,33.9,1,1,2.0,1997,0,0,2,1517
0.11,26,38.4,1,0,2.5,1996,1,0,3,1541
0.421,35,30.2,1,0,0.9,1988,1,1,3,954
0.696,28,30.6,2,0,1.5,1995,1,0,1,1320
0.512,25,30.9,2,0,1.1,1998,0,1,2,1071
0.663,33,22.8,1,1,1.8,1989,0,1,2,1745
0.494,38,28.9,1,1,8.7,1984,0,1,3,1067
0.28,38,30.9,2,1,3.0,1985,0,1,3,1073
0.941,33,24.4,0,1,12.8,1989,1,1,3,1280
0.788,32,32.9,2,1,2.6,1990,1,0,2,1772
0.269,28,36.4,2,1,1.8,1994,1,0,3,1606
0.645,27,34.2,1,1,9.9,1995,1,0,3,1363
0.315,24,25.8,2,0,4.1,1998,0,0,0,1530
0.531,32,34.4,0,0,2.8,1991,1,1,1,1462
0.799,28,41.6,1,0,3.0,1995,0,1,3,1227
0.359,32,39.8,0,1,2.3,1990,0,0,2,1535
0.527,26,33.6,0,0,0.0,1997,0,1,2,1533
0.566,33,38.5,1,0,0.9,1990,0,1,0,1197
0.773,27,18.6,1,0,2.8,1996,1,1,1,1264
0.37,27,32.4,1,1,4.3,1996,1,1,1,1965
0.382,23,14.9,1,0,7.9,1999,1,1,1,1099
0.376,28,25.6,0,0,0.5,1995,0,1,4,1474
0.632,38,36.3,2,0,3.2,1985,0,1,2,983
0.37,37,33.5,0,0,8.0,1986,1,1,1,1198
0.77,28,28.6,2,1,2.7,1994,0,0,0,1284
0.995,30,20.6,2,0,9.0,1993,0,1,2,1794
0.38,37,38.9,0,0,1.2,1985,1,0,3,1334
0.574,22,24.1,0,0,2.4,2001,1,1,1,1003
0.722,36,29.1,1,0,7.1,1986,1,1,0,1111
0.25,31,36.1,1,0,0.9,1992,1,1,2,1146
0.967,28,34.0,0,0,5.3,1995,1,0,1,1088
0.117,34,36.9,1,0,9.2,1988,0,1,0,1061
0.392,30,42.8,1,1,2.8,1993,1,1,1,1573
0.279,23,40.1,2,0,1.7,1999,0,1,1,1120
0.337,33,31.6,1,0,0.1,1989,1,1,2,1146
0.071,27,34.5,2,0,4.4,1995,0,1,0,1167
0.01,23,38.1,1,1,3.1,1999,1,0,2,1525
0.781,31,31.4,2,0,0.8,1991,0,0,1,1536
0.106,23,33.0,2,1,4.4,1999,0,1,1,998
0.625,31,19.4,1,1,9.0,1991,0,0,1,1524
0.727,36,33.5,0,0,3.4,1987,1,1,4,1242
0.024,31,16.8,0,1,2.5,1991,1,0,1,1544
