time,action,user_out,user_in,user_total,floor,calls,orders
35880,open,1,0,7,8,"[(34990, 9), (35250, 10), (35860, 2), (35860, 5)]","[(35710, 10), (35780, 1), (35860, 3)]"
35890,up,0,0,7,8,"[(34990, 9), (35250, 10), (35860, 2), (35860, 5), (35890, 4)]","[(35710, 10), (35780, 1), (35860, 3)]"
35900,open,0,2,9,9,"[(35250, 10), (35860, 2), (35860, 5), (35890, 4)]","[(35710, 10), (35780, 1), (35860, 3)]"
35910,up,0,0,9,9,"[(35250, 10), (35860, 2), (35860, 5), (35890, 4)]","[(35710, 10), (35780, 1), (35860, 3)]"
35920,open,3,1,7,10,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3), (35920, 8)]","[(35780, 1), (35860, 3), (35920, 5)]"
35930,down,0,0,7,10,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3), (35920, 8)]","[(35780, 1), (35860, 3), (35920, 5)]"
35940,down,0,0,7,9,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3), (35920, 8)]","[(35780, 1), (35860, 3), (35920, 5)]"
35950,open,0,2,9,8,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3)]","[(35780, 1), (35860, 3), (35920, 5)]"
35960,down,0,0,9,8,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3)]","[(35780, 1), (35860, 3), (35920, 5)]"
35970,down,0,0,9,7,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3)]","[(35780, 1), (35860, 3), (35920, 5)]"
35980,down,0,0,9,6,"[(35860, 2), (35860, 5), (35890, 4), (35920, 3)]","[(35780, 1), (35860, 3), (35920, 5)]"
35990,open,1,1,9,5,"[(35860, 2), (35890, 4), (35920, 3)]","[(35780, 1), (35860, 3)]"
36000,open,0,1,10,5,"[(35860, 2), (35890, 4), (35920, 3), (36000, 6)]","[(35780, 1), (35860, 3)]"
36010,down,0,0,10,5,"[(35860, 2), (35890, 4), (35920, 3), (36000, 6)]","[(35780, 1), (35860, 3)]"
36020,down,0,0,10,4,"[(35860, 2), (35890, 4), (35920, 3), (36000, 6), (36020, 8)]","[(35780, 1), (35860, 3)]"
36030,open,1,1,10,3,"[(35860, 2), (35890, 4), (36000, 6), (36020, 8)]","[(35780, 1)]"
36040,down,0,0,10,3,"[(35860, 2), (35890, 4), (36000, 6), (36020, 8)]","[(35780, 1)]"
36050,down,0,0,10,2,"[(35860, 2), (35890, 4), (36000, 6), (36020, 8)]","[(35780, 1)]"
36060,open,10,0,0,1,"[(35860, 2), (35890, 4), (36000, 6), (36020, 8), (36060, 7)]",[]
36070,up,0,0,0,1,"[(35860, 2), (35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9)]",[]
36080,open,0,3,3,2,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9)]","[(36080, 1), (36080, 9)]"
36090,down,0,0,3,2,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9), (36090, 3)]","[(36080, 1), (36080, 9)]"
36100,open,2,0,1,1,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9), (36090, 3)]","[(36080, 9)]"
36110,up,0,0,1,1,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9), (36090, 3)]","[(36080, 9)]"
36120,up,0,0,1,2,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9), (36090, 3)]","[(36080, 9)]"
36130,open,0,2,3,3,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9)]","[(36080, 9), (36130, 1)]"
36140,up,0,0,3,3,"[(35890, 4), (36000, 6), (36020, 8), (36060, 7), (36070, 9)]","[(36080, 9), (36130, 1)]"
36150,open,0,2,5,4,"[(36000, 6), (36020, 8), (36060, 7), (36070, 9)]","[(36080, 9), (36130, 1)]"
36160,up,0,0,5,4,"[(36000, 6), (36020, 8), (36060, 7), (36070, 9), (36160, 2)]","[(36080, 9), (36130, 1)]"
36170,up,0,0,5,5,"[(36000, 6), (36020, 8), (36060, 7), (36070, 9), (36160, 2)]","[(36080, 9), (36130, 1)]"
36180,open,0,2,7,6,"[(36020, 8), (36060, 7), (36070, 9), (36160, 2)]","[(36080, 9), (36130, 1)]"
36190,open,0,1,8,6,"[(36020, 8), (36060, 7), (36070, 9), (36160, 2)]","[(36080, 9), (36130, 1)]"
36200,up,0,0,8,6,"[(36020, 8), (36060, 7), (36070, 9), (36160, 2), (36200, 4)]","[(36080, 9), (36130, 1)]"
36210,open,0,2,10,7,"[(36020, 8), (36070, 9), (36160, 2), (36200, 4)]","[(36080, 9), (36130, 1)]"
36220,up,0,0,10,7,"[(36020, 8), (36070, 9), (36160, 2), (36200, 4)]","[(36080, 9), (36130, 1)]"
36230,up,0,0,10,8,"[(36020, 8), (36070, 9), (36160, 2), (36200, 4)]","[(36080, 9), (36130, 1)]"
36240,open,1,1,10,9,"[(36020, 8), (36160, 2), (36200, 4)]","[(36130, 1)]"
36250,down,0,0,10,9,"[(36020, 8), (36160, 2), (36200, 4)]","[(36130, 1)]"
36260,down,0,0,10,8,"[(36020, 8), (36160, 2), (36200, 4)]","[(36130, 1)]"
36270,down,0,0,10,7,"[(36020, 8), (36160, 2), (36200, 4)]","[(36130, 1)]"
36280,down,0,0,10,6,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7)]","[(36130, 1)]"
36290,down,0,0,10,5,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5)]","[(36130, 1)]"
36300,down,0,0,10,4,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5)]","[(36130, 1)]"
36310,down,0,0,10,3,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5)]","[(36130, 1)]"
36320,down,0,0,10,2,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36130, 1)]"
36330,open,10,0,0,1,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]",[]
36340,up,0,0,0,1,"[(36020, 8), (36160, 2), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]",[]
36350,open,0,1,1,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]","[(36350, 1)]"
36360,down,0,0,1,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]","[(36350, 1)]"
36370,open,1,0,0,1,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]",[]
36380,up,0,0,0,1,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]",[]
36390,up,0,0,0,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6), (36330, 3)]",[]
36400,open,0,1,1,3,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36400, 1)]"
36410,down,0,0,1,3,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36400, 1)]"
36420,down,0,0,1,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36400, 1)]"
36430,open,1,0,0,1,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]",[]
36440,open,0,1,1,1,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36440, 2)]"
36450,up,0,0,1,1,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]","[(36440, 2)]"
36460,open,1,0,0,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]",[]
36470,up,0,0,0,2,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]",[]
36480,up,0,0,0,3,"[(36020, 8), (36200, 4), (36280, 7), (36290, 5), (36320, 6)]",[]
36490,open,0,0,0,4,"[(36020, 8), (36280, 7), (36290, 5), (36320, 6)]",[]
36500,up,0,0,0,4,"[(36020, 8), (36280, 7), (36290, 5), (36320, 6)]",[]
36510,open,0,1,1,5,"[(36020, 8), (36280, 7), (36320, 6), (36510, 4)]","[(36510, 1)]"
36520,down,0,0,1,5,"[(36020, 8), (36280, 7), (36320, 6), (36510, 4)]","[(36510, 1)]"
36530,open,0,2,3,4,"[(36020, 8), (36280, 7), (36320, 6)]","[(36510, 1)]"
36540,down,0,0,3,4,"[(36020, 8), (36280, 7), (36320, 6)]","[(36510, 1)]"
36550,down,0,0,3,3,"[(36020, 8), (36280, 7), (36320, 6)]","[(36510, 1)]"
36560,down,0,0,3,2,"[(36020, 8), (36280, 7), (36320, 6)]","[(36510, 1)]"
36570,open,3,0,0,1,"[(36020, 8), (36280, 7), (36320, 6)]",[]
36580,up,0,0,0,1,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5)]",[]
36590,open,0,1,1,2,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5)]","[(36590, 1)]"
36600,up,0,0,1,2,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5)]","[(36590, 1)]"
36610,up,0,0,1,3,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5), (36610, 4)]","[(36590, 1)]"
36620,open,0,1,2,4,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5)]","[(36590, 1)]"
36630,up,0,0,2,4,"[(36020, 8), (36280, 7), (36320, 6), (36580, 5)]","[(36590, 1)]"
36640,open,0,1,3,5,"[(36020, 8), (36280, 7), (36320, 6)]","[(36590, 1)]"
36650,down,0,0,3,5,"[(36020, 8), (36280, 7), (36320, 6)]","[(36590, 1)]"
36660,open,0,1,4,4,"[(36020, 8), (36280, 7), (36320, 6), (36660, 2), (36660, 9)]","[(36590, 1)]"
36670,down,0,0,4,4,"[(36020, 8), (36280, 7), (36320, 6), (36660, 2), (36660, 9)]","[(36590, 1)]"
36680,down,0,0,4,3,"[(36020, 8), (36280, 7), (36320, 6), (36660, 2), (36660, 9)]","[(36590, 1)]"
36690,open,0,1,5,2,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9)]","[(36590, 1)]"
36700,down,0,0,5,2,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]","[(36590, 1)]"
36710,open,5,0,0,1,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36720,up,0,0,0,1,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36730,up,0,0,0,2,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36740,up,0,0,0,3,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36750,up,0,0,0,4,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36760,up,0,0,0,5,"[(36020, 8), (36280, 7), (36320, 6), (36660, 9), (36700, 10)]",[]
36770,open,0,0,0,6,"[(36020, 8), (36280, 7), (36660, 9), (36700, 10)]",[]
36780,up,0,0,0,6,"[(36020, 8), (36280, 7), (36660, 9), (36700, 10)]",[]
36790,open,0,2,2,7,"[(36020, 8), (36660, 9), (36700, 10)]","[(36790, 5), (36790, 1)]"
36800,down,0,0,2,7,"[(36020, 8), (36660, 9), (36700, 10)]","[(36790, 5), (36790, 1)]"
36810,down,0,0,2,6,"[(36020, 8), (36660, 9), (36700, 10), (36810, 5)]","[(36790, 5), (36790, 1)]"
36820,open,1,1,2,5,"[(36020, 8), (36660, 9), (36700, 10)]","[(36790, 1)]"
36830,down,0,0,2,5,"[(36020, 8), (36660, 9), (36700, 10)]","[(36790, 1)]"
36840,down,0,0,2,4,"[(36020, 8), (36660, 9), (36700, 10)]","[(36790, 1)]"
36850,down,0,0,2,3,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5)]","[(36790, 1)]"
36860,down,0,0,2,2,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5)]","[(36790, 1)]"
36870,open,2,0,0,1,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5)]",[]
36880,up,0,0,0,1,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5), (36880, 7)]",[]
36890,up,0,0,0,2,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5), (36880, 7)]",[]
36900,up,0,0,0,3,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5), (36880, 7)]",[]
36910,up,0,0,0,4,"[(36020, 8), (36660, 9), (36700, 10), (36850, 5), (36880, 7)]",[]
36920,open,0,1,1,5,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]","[(36920, 1)]"
36930,down,0,0,1,5,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]","[(36920, 1)]"
36940,down,0,0,1,4,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]","[(36920, 1)]"
36950,down,0,0,1,3,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]","[(36920, 1)]"
36960,down,0,0,1,2,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]","[(36920, 1)]"
36970,open,1,0,0,1,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]",[]
36980,up,0,0,0,1,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]",[]
36990,up,0,0,0,2,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]",[]
37000,up,0,0,0,3,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7)]",[]
37010,up,0,0,0,4,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7), (37010, 2)]",[]
37020,up,0,0,0,5,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7), (37010, 2)]",[]
37030,up,0,0,0,6,"[(36020, 8), (36660, 9), (36700, 10), (36880, 7), (37010, 2)]",[]
37040,open,0,2,2,7,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2)]","[(37040, 1)]"
37050,open,0,1,3,7,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37050, 5)]","[(37040, 1)]"
37060,open,0,1,4,7,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37050, 5), (37060, 4)]","[(37040, 1)]"
37070,down,0,0,4,7,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37050, 5), (37060, 4)]","[(37040, 1)]"
37080,down,0,0,4,6,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37050, 5), (37060, 4)]","[(37040, 1)]"
37090,open,0,2,6,5,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37060, 4)]","[(37040, 1)]"
37100,down,0,0,6,5,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2), (37060, 4)]","[(37040, 1)]"
37110,open,0,1,7,4,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2)]","[(37040, 1)]"
37120,down,0,0,7,4,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2)]","[(37040, 1)]"
37130,down,0,0,7,3,"[(36020, 8), (36660, 9), (36700, 10), (37010, 2)]","[(37040, 1)]"
37140,open,0,2,9,2,"[(36020, 8), (36660, 9), (36700, 10)]","[(37040, 1), (37140, 5)]"
37150,down,0,0,9,2,"[(36020, 8), (36660, 9), (36700, 10)]","[(37040, 1), (37140, 5)]"
37160,open,8,0,1,1,"[(36020, 8), (36660, 9), (36700, 10)]","[(37140, 5)]"
37170,up,0,0,1,1,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]","[(37140, 5)]"
37180,up,0,0,1,2,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]","[(37140, 5)]"
37190,up,0,0,1,3,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]","[(37140, 5)]"
37200,up,0,0,1,4,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]","[(37140, 5)]"
37210,open,1,0,0,5,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]",[]
37220,up,0,0,0,5,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]",[]
37230,up,0,0,0,6,"[(36020, 8), (36660, 9), (36700, 10), (37170, 7)]",[]
37240,open,0,1,1,7,"[(36020, 8), (36660, 9), (36700, 10)]","[(37240, 3)]"
37250,down,0,0,1,7,"[(36020, 8), (36660, 9), (36700, 10)]","[(37240, 3)]"
37260,down,0,0,1,6,"[(36020, 8), (36660, 9), (36700, 10), (37260, 4)]","[(37240, 3)]"
37270,down,0,0,1,5,"[(36020, 8), (36660, 9), (36700, 10), (37260, 4)]","[(37240, 3)]"
37280,open,0,1,2,4,"[(36020, 8), (36660, 9), (36700, 10)]","[(37240, 3)]"
37290,down,0,0,2,4,"[(36020, 8), (36660, 9), (36700, 10)]","[(37240, 3)]"
37300,open,2,0,0,3,"[(36020, 8), (36660, 9), (36700, 10)]",[]
37310,open,0,1,1,3,"[(36020, 8), (36660, 9), (36700, 10)]","[(37310, 7)]"
37320,up,0,0,1,3,"[(36020, 8), (36660, 9), (36700, 10)]","[(37310, 7)]"
37330,up,0,0,1,4,"[(36020, 8), (36660, 9), (36700, 10)]","[(37310, 7)]"
37340,up,0,0,1,5,"[(36020, 8), (36660, 9), (36700, 10)]","[(37310, 7)]"
37350,up,0,0,1,6,"[(36020, 8), (36660, 9), (36700, 10)]","[(37310, 7)]"
37360,open,1,0,0,7,"[(36020, 8), (36660, 9), (36700, 10)]",[]
37370,up,0,0,0,7,"[(36020, 8), (36660, 9), (36700, 10)]",[]
37380,open,0,0,0,8,"[(36660, 9), (36700, 10)]",[]
37390,up,0,0,0,8,"[(36660, 9), (36700, 10)]",[]
37400,open,0,0,0,9,"[(36700, 10)]",[]
37410,up,0,0,0,9,"[(36700, 10)]",[]
37420,open,0,2,2,10,[],"[(37420, 1), (37420, 6)]"
37430,down,0,0,2,10,[],"[(37420, 1), (37420, 6)]"
37440,down,0,0,2,9,[],"[(37420, 1), (37420, 6)]"
37450,down,0,0,2,8,[],"[(37420, 1), (37420, 6)]"
37460,down,0,0,2,7,[],"[(37420, 1), (37420, 6)]"
37470,open,1,0,1,6,[],"[(37420, 1)]"
37480,down,0,0,1,6,[],"[(37420, 1)]"
37490,down,0,0,1,5,[],"[(37420, 1)]"
37500,down,0,0,1,4,"[(37500, 7)]","[(37420, 1)]"
37510,down,0,0,1,3,"[(37500, 7)]","[(37420, 1)]"
37520,down,0,0,1,2,"[(37500, 7)]","[(37420, 1)]"
37530,open,1,0,0,1,"[(37500, 7)]",[]
37540,up,0,0,0,1,"[(37500, 7)]",[]
37550,up,0,0,0,2,"[(37500, 7)]",[]
37560,up,0,0,0,3,"[(37500, 7)]",[]
37570,up,0,0,0,4,"[(37500, 7)]",[]
37580,up,0,0,0,5,"[(37500, 7)]",[]
37590,up,0,0,0,6,"[(37500, 7)]",[]
37600,open,0,1,1,7,[],"[(37600, 4)]"
37610,down,0,0,1,7,[],"[(37600, 4)]"
37620,down,0,0,1,6,[],"[(37600, 4)]"
37630,down,0,0,1,5,[],"[(37600, 4)]"
37640,open,1,0,0,4,[],[]
37650,open,0,1,1,4,[],"[(37650, 10)]"
37660,up,0,0,1,4,[],"[(37650, 10)]"
37670,up,0,0,1,5,[],"[(37650, 10)]"
37680,up,0,0,1,6,[],"[(37650, 10)]"
37690,up,0,0,1,7,"[(37690, 5)]","[(37650, 10)]"
37700,up,0,0,1,8,"[(37690, 5)]","[(37650, 10)]"
37710,up,0,0,1,9,"[(37690, 5)]","[(37650, 10)]"
37720,open,1,0,0,10,"[(37690, 5)]",[]
37730,down,0,0,0,10,"[(37690, 5)]",[]
37740,down,0,0,0,9,"[(37690, 5)]",[]
37750,down,0,0,0,8,"[(37690, 5)]",[]
37760,down,0,0,0,7,"[(37690, 5)]",[]
37770,down,0,0,0,6,"[(37690, 5)]",[]
37780,open,0,1,1,5,[],"[(37780, 4)]"
37790,open,0,1,2,5,[],"[(37780, 4), (37790, 2)]"
37800,down,0,0,2,5,[],"[(37780, 4), (37790, 2)]"
37810,open,1,0,1,4,[],"[(37790, 2)]"
37820,down,0,0,1,4,[],"[(37790, 2)]"
37830,down,0,0,1,3,[],"[(37790, 2)]"
37840,open,1,0,0,2,[],[]
37850,open,0,0,0,2,[],[]
37860,open,0,0,0,2,[],[]
37870,open,0,0,0,2,[],[]
37880,open,0,0,0,2,[],[]
37890,open,0,0,0,2,[],[]
37900,open,0,0,0,2,[],[]
37910,open,0,0,0,2,[],[]
37920,open,0,0,0,2,[],[]
37930,open,0,0,0,2,[],[]
37940,open,0,0,0,2,[],[]
37950,open,0,0,0,2,[],[]
37960,open,0,0,0,2,[],[]
37970,open,0,0,0,2,[],[]
37980,open,0,0,0,2,[],[]
37990,open,0,0,0,2,[],[]
38000,open,0,0,0,2,[],[]
38010,open,0,0,0,2,[],[]
38020,open,0,0,0,2,[],[]
38030,open,0,0,0,2,[],[]
38040,open,0,0,0,2,[],[]
38050,open,0,0,0,2,[],[]
38060,open,0,0,0,2,[],[]
38070,up,0,0,0,2,"[(38070, 8)]",[]
38080,up,0,0,0,3,"[(38070, 8)]",[]
38090,up,0,0,0,4,"[(38070, 8), (38090, 1)]",[]
38100,up,0,0,0,5,"[(38070, 8), (38090, 1)]",[]
38110,up,0,0,0,6,"[(38070, 8), (38090, 1)]",[]
38120,up,0,0,0,7,"[(38070, 8), (38090, 1), (38120, 4)]",[]
38130,open,0,1,1,8,"[(38090, 1), (38120, 4), (38130, 2)]","[(38130, 1)]"
38140,down,0,0,1,8,"[(38090, 1), (38120, 4), (38130, 2)]","[(38130, 1)]"
38150,down,0,0,1,7,"[(38090, 1), (38120, 4), (38130, 2)]","[(38130, 1)]"
38160,down,0,0,1,6,"[(38090, 1), (38120, 4), (38130, 2)]","[(38130, 1)]"
38170,down,0,0,1,5,"[(38090, 1), (38120, 4), (38130, 2)]","[(38130, 1)]"
38180,open,0,1,2,4,"[(38090, 1), (38130, 2)]","[(38130, 1), (38180, 8)]"
38190,down,0,0,2,4,"[(38090, 1), (38130, 2)]","[(38130, 1), (38180, 8)]"
38200,down,0,0,2,3,"[(38090, 1), (38130, 2)]","[(38130, 1), (38180, 8)]"
38210,open,0,1,3,2,"[(38090, 1)]","[(38130, 1), (38180, 8)]"
38220,down,0,0,3,2,"[(38090, 1)]","[(38130, 1), (38180, 8)]"
38230,open,1,1,3,1,[],"[(38180, 8), (38230, 4)]"
38240,up,0,0,3,1,[],"[(38180, 8), (38230, 4)]"
38250,up,0,0,3,2,[],"[(38180, 8), (38230, 4)]"
38260,up,0,0,3,3,"[(38260, 2)]","[(38180, 8), (38230, 4)]"
38270,open,1,0,2,4,"[(38260, 2)]","[(38180, 8)]"
38280,up,0,0,2,4,"[(38260, 2)]","[(38180, 8)]"
38290,up,0,0,2,5,"[(38260, 2)]","[(38180, 8)]"
38300,up,0,0,2,6,"[(38260, 2)]","[(38180, 8)]"
38310,up,0,0,2,7,"[(38260, 2)]","[(38180, 8)]"
38320,open,2,0,0,8,"[(38260, 2)]",[]
38330,down,0,0,0,8,"[(38260, 2)]",[]
38340,down,0,0,0,7,"[(38260, 2)]",[]
38350,down,0,0,0,6,"[(38260, 2), (38350, 9)]",[]
38360,down,0,0,0,5,"[(38260, 2), (38350, 9), (38360, 3)]",[]
38370,down,0,0,0,4,"[(38260, 2), (38350, 9), (38360, 3)]",[]
38380,open,0,1,1,3,"[(38260, 2), (38350, 9)]","[(38380, 9)]"
38390,down,0,0,1,3,"[(38260, 2), (38350, 9)]","[(38380, 9)]"
38400,open,0,1,2,2,"[(38350, 9)]","[(38380, 9), (38400, 4)]"
38410,up,0,0,2,2,"[(38350, 9)]","[(38380, 9), (38400, 4)]"
38420,up,0,0,2,3,"[(38350, 9)]","[(38380, 9), (38400, 4)]"
38430,open,1,0,1,4,"[(38350, 9)]","[(38380, 9)]"
38440,up,0,0,1,4,"[(38350, 9)]","[(38380, 9)]"
38450,up,0,0,1,5,"[(38350, 9)]","[(38380, 9)]"
38460,up,0,0,1,6,"[(38350, 9)]","[(38380, 9)]"
38470,up,0,0,1,7,"[(38350, 9)]","[(38380, 9)]"
38480,up,0,0,1,8,"[(38350, 9)]","[(38380, 9)]"
38490,open,1,2,2,9,[],"[(38490, 8), (38490, 6)]"
38500,down,0,0,2,9,[],"[(38490, 8), (38490, 6)]"
38510,open,1,0,1,8,[],"[(38490, 6)]"
38520,down,0,0,1,8,"[(38520, 3)]","[(38490, 6)]"
38530,down,0,0,1,7,"[(38520, 3)]","[(38490, 6)]"
38540,open,1,0,0,6,"[(38520, 3)]",[]
38550,down,0,0,0,6,"[(38520, 3)]",[]
38560,down,0,0,0,5,"[(38520, 3)]",[]
38570,down,0,0,0,4,"[(38520, 3)]",[]
38580,open,0,1,1,3,[],"[(38580, 1)]"
38590,down,0,0,1,3,[],"[(38580, 1)]"
38600,down,0,0,1,2,[],"[(38580, 1)]"
38610,open,1,0,0,1,[],[]
38620,open,0,0,0,1,[],[]
38630,open,0,0,0,1,[],[]
38640,open,0,0,0,1,[],[]
38650,up,0,0,0,1,"[(38650, 10)]",[]
38660,up,0,0,0,2,"[(38650, 10)]",[]
38670,up,0,0,0,3,"[(38650, 10)]",[]
38680,up,0,0,0,4,"[(38650, 10)]",[]
38690,up,0,0,0,5,"[(38650, 10)]",[]
38700,up,0,0,0,6,"[(38650, 10)]",[]
38710,up,0,0,0,7,"[(38650, 10)]",[]
38720,up,0,0,0,8,"[(38650, 10), (38720, 5)]",[]
38730,up,0,0,0,9,"[(38650, 10), (38720, 5)]",[]
38740,open,0,2,2,10,"[(38720, 5)]","[(38740, 5), (38740, 2)]"
38750,down,0,0,2,10,"[(38720, 5)]","[(38740, 5), (38740, 2)]"
38760,down,0,0,2,9,"[(38720, 5)]","[(38740, 5), (38740, 2)]"
38770,down,0,0,2,8,"[(38720, 5)]","[(38740, 5), (38740, 2)]"
38780,down,0,0,2,7,"[(38720, 5), (38780, 4)]","[(38740, 5), (38740, 2)]"
38790,down,0,0,2,6,"[(38720, 5), (38780, 4)]","[(38740, 5), (38740, 2)]"
38800,open,1,1,2,5,"[(38780, 4)]","[(38740, 2), (38800, 7)]"
38810,down,0,0,2,5,"[(38780, 4)]","[(38740, 2), (38800, 7)]"
38820,open,0,1,3,4,[],"[(38740, 2), (38800, 7), (38820, 5)]"
38830,down,0,0,3,4,[],"[(38740, 2), (38800, 7), (38820, 5)]"
38840,down,0,0,3,3,[],"[(38740, 2), (38800, 7), (38820, 5)]"
38850,open,1,0,2,2,[],"[(38800, 7), (38820, 5)]"
38860,up,0,0,2,2,[],"[(38800, 7), (38820, 5)]"
38870,up,0,0,2,3,[],"[(38800, 7), (38820, 5)]"
38880,up,0,0,2,4,[],"[(38800, 7), (38820, 5)]"
38890,open,1,0,1,5,[],"[(38800, 7)]"
38900,up,0,0,1,5,[],"[(38800, 7)]"
38910,open,0,1,2,6,[],"[(38800, 7), (38910, 2)]"
38920,up,0,0,2,6,[],"[(38800, 7), (38910, 2)]"
38930,open,1,0,1,7,[],"[(38910, 2)]"
38940,down,0,0,1,7,"[(38940, 3)]","[(38910, 2)]"
38950,down,0,0,1,6,"[(38940, 3)]","[(38910, 2)]"
38960,down,0,0,1,5,"[(38940, 3)]","[(38910, 2)]"
38970,down,0,0,1,4,"[(38940, 3)]","[(38910, 2)]"
38980,open,0,1,2,3,[],"[(38910, 2), (38980, 6)]"
38990,down,0,0,2,3,[],"[(38910, 2), (38980, 6)]"
39000,open,1,0,1,2,[],"[(38980, 6)]"
39010,up,0,0,1,2,"[(39010, 6)]","[(38980, 6)]"
39020,up,0,0,1,3,"[(39010, 6)]","[(38980, 6)]"
39030,up,0,0,1,4,"[(39010, 6)]","[(38980, 6)]"
39040,up,0,0,1,5,"[(39010, 6)]","[(38980, 6)]"
39050,open,1,1,1,6,[],"[(39050, 7)]"
39060,up,0,0,1,6,[],"[(39050, 7)]"
39070,open,1,0,0,7,[],[]
